k;b;psi_s;phi;Sr_l;Sr_g
2.596680E-13;4.382812E+00;-1.927734E-01;4.326172E-01;1.534180E-01;1.768555E-01
7.346680E-13;6.382812E+00;-4.427734E-01;4.826172E-01;7.841797E-02;1.018555E-01
4.971680E-13;5.382812E+00;-3.177734E-01;4.576172E-01;1.909180E-01;6.435547E-02
9.721680E-13;3.382812E+00;-5.677734E-01;4.076172E-01;1.159180E-01;1.393555E-01
6.669922E-14;4.195312E+00;-5.443359E-01;4.466797E-01;1.370117E-01;9.482422E-02
5.416992E-13;6.195312E+00;-2.943359E-01;4.966797E-01;6.201172E-02;1.698242E-01
3.041992E-13;5.195312E+00;-4.193359E-01;4.716797E-01;1.745117E-01;1.323242E-01
7.791992E-13;3.195312E+00;-1.693359E-01;4.216797E-01;9.951172E-02;5.732422E-02
1.854492E-13;6.695312E+00;-1.068359E-01;4.591797E-01;8.076172E-02;1.135742E-01
6.604492E-13;4.695312E+00;-3.568359E-01;4.091797E-01;1.557617E-01;1.885742E-01
4.229492E-13;3.695312E+00;-2.318359E-01;4.341797E-01;1.182617E-01;1.510742E-01
8.979492E-13;5.695312E+00;-4.818359E-01;4.841797E-01;1.932617E-01;7.607422E-02
1.260742E-13;5.945312E+00;-2.630859E-01;4.154297E-01;1.463867E-01;1.041992E-01
6.010742E-13;3.945312E+00;-5.130859E-01;4.654297E-01;7.138672E-02;1.791992E-01
3.635742E-13;4.945312E+00;-1.380859E-01;4.904297E-01;1.838867E-01;1.416992E-01
8.385742E-13;6.945312E+00;-3.880859E-01;4.404297E-01;1.088867E-01;6.669922E-02
2.448242E-13;3.445312E+00;-4.505859E-01;4.779297E-01;5.263672E-02;1.229492E-01
7.198242E-13;5.445312E+00;-2.005859E-01;4.279297E-01;1.276367E-01;1.979492E-01
4.823242E-13;6.445312E+00;-5.755859E-01;4.029297E-01;9.013672E-02;1.604492E-01
9.573242E-13;4.445312E+00;-3.255859E-01;4.529297E-01;1.651367E-01;8.544922E-02
9.638672E-14;6.070312E+00;-3.724609E-01;4.310547E-01;1.885742E-01;5.263672E-02
5.713867E-13;4.070312E+00;-1.224609E-01;4.810547E-01;1.135742E-01;1.276367E-01
3.338867E-13;3.070312E+00;-4.974609E-01;4.560547E-01;1.510742E-01;1.651367E-01
8.088867E-13;5.070312E+00;-2.474609E-01;4.060547E-01;7.607422E-02;9.013672E-02
2.151367E-13;4.570312E+00;-3.099609E-01;4.685547E-01;9.482422E-02;7.138672E-02
6.901367E-13;6.570312E+00;-5.599609E-01;4.185547E-01;1.698242E-01;1.463867E-01
4.526367E-13;5.570312E+00;-1.849609E-01;4.435547E-01;5.732422E-02;1.838867E-01
9.276367E-13;3.570312E+00;-4.349609E-01;4.935547E-01;1.323242E-01;1.088867E-01
1.557617E-13;3.820312E+00;-2.162109E-01;4.123047E-01;1.791992E-01;6.201172E-02
6.307617E-13;5.820312E+00;-4.662109E-01;4.623047E-01;1.041992E-01;1.370117E-01
3.932617E-13;6.820312E+00;-3.412109E-01;4.873047E-01;1.416992E-01;1.745117E-01
8.682617E-13;4.820312E+00;-5.912109E-01;4.373047E-01;6.669922E-02;9.951172E-02
2.745117E-13;5.320312E+00;-5.287109E-01;4.998047E-01;1.229492E-01;8.076172E-02
7.495117E-13;3.320312E+00;-2.787109E-01;4.498047E-01;1.979492E-01;1.557617E-01
5.120117E-13;4.320312E+00;-4.037109E-01;4.248047E-01;8.544922E-02;1.932617E-01
9.870117E-13;6.320312E+00;-1.537109E-01;4.748047E-01;1.604492E-01;1.182617E-01
5.927734E-14;3.664062E+00;-3.841797E-01;4.724609E-01;1.452148E-01;1.358398E-01
5.342773E-13;5.664062E+00;-1.341797E-01;4.224609E-01;7.021484E-02;6.083984E-02
2.967773E-13;6.664062E+00;-5.091797E-01;4.474609E-01;1.827148E-01;9.833984E-02
7.717773E-13;4.664062E+00;-2.591797E-01;4.974609E-01;1.077148E-01;1.733398E-01
1.780273E-13;5.164062E+00;-3.216797E-01;4.349609E-01;5.146484E-02;1.545898E-01
6.530273E-13;3.164062E+00;-5.716797E-01;4.849609E-01;1.264648E-01;7.958984E-02
4.155273E-13;4.164062E+00;-1.966797E-01;4.599609E-01;8.896484E-02;1.170898E-01
8.905273E-13;6.164062E+00;-4.466797E-01;4.099609E-01;1.639648E-01;1.920898E-01
1.186523E-13;6.414062E+00;-1.654297E-01;4.912109E-01;1.358398E-01;1.264648E-01
5.936523E-13;4.414062E+00;-4.154297E-01;4.412109E-01;6.083984E-02;5.146484E-02
3.561523E-13;3.414062E+00;-2.904297E-01;4.162109E-01;1.733398E-01;8.896484E-02
8.311523E-13;5.414062E+00;-5.404297E-01;4.662109E-01;9.833984E-02;1.639648E-01
2.374023E-13;4.914062E+00;-4.779297E-01;4.037109E-01;7.958984E-02;1.452148E-01
7.124023E-13;6.914062E+00;-2.279297E-01;4.537109E-01;1.545898E-01;7.021484E-02
4.749023E-13;5.914062E+00;-3.529297E-01;4.787109E-01;1.170898E-01;1.077148E-01
9.499023E-13;3.914062E+00;-1.029297E-01;4.287109E-01;1.920898E-01;1.827148E-01
8.896484E-14;5.539062E+00;-5.873047E-01;4.505859E-01;1.780273E-01;1.780273E-01
5.639648E-13;3.539062E+00;-3.373047E-01;4.005859E-01;1.030273E-01;1.030273E-01
3.264648E-13;4.539062E+00;-4.623047E-01;4.255859E-01;1.405273E-01;6.552734E-02
8.014648E-13;6.539062E+00;-2.123047E-01;4.755859E-01;6.552734E-02;1.405273E-01
2.077148E-13;3.039062E+00;-1.498047E-01;4.380859E-01;1.217773E-01;1.967773E-01
6.827148E-13;5.039062E+00;-3.998047E-01;4.880859E-01;1.967773E-01;1.217773E-01
4.452148E-13;6.039062E+00;-2.748047E-01;4.630859E-01;8.427734E-02;8.427734E-02
9.202148E-13;4.039062E+00;-5.248047E-01;4.130859E-01;1.592773E-01;1.592773E-01
1.483398E-13;4.289062E+00;-2.435547E-01;4.818359E-01;1.874023E-01;1.686523E-01
6.233398E-13;6.289062E+00;-4.935547E-01;4.318359E-01;1.124023E-01;9.365234E-02
3.858398E-13;5.289062E+00;-1.185547E-01;4.068359E-01;1.499023E-01;5.615234E-02
8.608398E-13;3.289062E+00;-3.685547E-01;4.568359E-01;7.490234E-02;1.311523E-01
2.670898E-13;6.789062E+00;-4.310547E-01;4.193359E-01;9.365234E-02;1.874023E-01
7.420898E-13;4.789062E+00;-1.810547E-01;4.693359E-01;1.686523E-01;1.124023E-01
5.045898E-13;3.789062E+00;-5.560547E-01;4.943359E-01;5.615234E-02;7.490234E-02
9.795898E-13;5.789062E+00;-3.060547E-01;4.443359E-01;1.311523E-01;1.499023E-01
7.412109E-14;6.601562E+00;-2.982422E-01;4.083984E-01;1.147461E-01;1.241211E-01
5.491211E-13;4.601562E+00;-5.482422E-01;4.583984E-01;1.897461E-01;1.991211E-01
3.116211E-13;3.601562E+00;-1.732422E-01;4.833984E-01;7.724609E-02;1.616211E-01
7.866211E-13;5.601562E+00;-4.232422E-01;4.333984E-01;1.522461E-01;8.662109E-02
1.928711E-13;4.101562E+00;-3.607422E-01;4.958984E-01;1.709961E-01;1.053711E-01
6.678711E-13;6.101562E+00;-1.107422E-01;4.458984E-01;9.599609E-02;1.803711E-01
4.303711E-13;5.101562E+00;-4.857422E-01;4.208984E-01;1.334961E-01;1.428711E-01
9.053711E-13;3.101562E+00;-2.357422E-01;4.708984E-01;5.849609E-02;6.787109E-02
1.334961E-13;3.351562E+00;-5.169922E-01;4.271484E-01;1.053711E-01;1.147461E-01
6.084961E-13;5.351562E+00;-2.669922E-01;4.771484E-01;1.803711E-01;1.897461E-01
3.709961E-13;6.351562E+00;-3.919922E-01;4.521484E-01;6.787109E-02;1.522461E-01
8.459961E-13;4.351562E+00;-1.419922E-01;4.021484E-01;1.428711E-01;7.724609E-02
2.522461E-13;5.851562E+00;-2.044922E-01;4.646484E-01;1.991211E-01;9.599609E-02
7.272461E-13;3.851562E+00;-4.544922E-01;4.146484E-01;1.241211E-01;1.709961E-01
4.897461E-13;4.851562E+00;-3.294922E-01;4.396484E-01;1.616211E-01;1.334961E-01
9.647461E-13;6.851562E+00;-5.794922E-01;4.896484E-01;8.662109E-02;5.849609E-02
1.038086E-13;4.726562E+00;-1.263672E-01;4.177734E-01;6.318359E-02;8.193359E-02
5.788086E-13;6.726562E+00;-3.763672E-01;4.677734E-01;1.381836E-01;1.569336E-01
3.413086E-13;5.726562E+00;-2.513672E-01;4.927734E-01;1.006836E-01;1.944336E-01
8.163086E-13;3.726562E+00;-5.013672E-01;4.427734E-01;1.756836E-01;1.194336E-01
2.225586E-13;6.226562E+00;-5.638672E-01;4.802734E-01;1.569336E-01;6.318359E-02
6.975586E-13;4.226562E+00;-3.138672E-01;4.302734E-01;8.193359E-02;1.381836E-01
4.600586E-13;3.226562E+00;-4.388672E-01;4.052734E-01;1.944336E-01;1.756836E-01
9.350586E-13;5.226562E+00;-1.888672E-01;4.552734E-01;1.194336E-01;1.006836E-01
1.631836E-13;5.476562E+00;-4.701172E-01;4.490234E-01;7.255859E-02;7.255859E-02
6.381836E-13;3.476562E+00;-2.201172E-01;4.990234E-01;1.475586E-01;1.475586E-01
4.006836E-13;4.476562E+00;-5.951172E-01;4.740234E-01;1.100586E-01;1.850586E-01
8.756836E-13;6.476562E+00;-3.451172E-01;4.240234E-01;1.850586E-01;1.100586E-01
2.819336E-13;3.976562E+00;-2.826172E-01;4.615234E-01;1.288086E-01;5.380859E-02
7.569336E-13;5.976562E+00;-5.326172E-01;4.115234E-01;5.380859E-02;1.288086E-01
5.194336E-13;6.976562E+00;-1.576172E-01;4.365234E-01;1.663086E-01;1.663086E-01
9.944336E-13;4.976562E+00;-4.076172E-01;4.865234E-01;9.130859E-02;9.130859E-02
5.556641E-14;4.992188E+00;-2.728516E-01;4.283203E-01;1.750977E-01;1.961914E-01
5.305664E-13;6.992188E+00;-5.228516E-01;4.783203E-01;1.000977E-01;1.211914E-01
2.930664E-13;5.992188E+00;-1.478516E-01;4.533203E-01;1.375977E-01;8.369141E-02
7.680664E-13;3.992188E+00;-3.978516E-01;4.033203E-01;6.259766E-02;1.586914E-01
1.743164E-13;6.492188E+00;-4.603516E-01;4.658203E-01;1.188477E-01;1.774414E-01
6.493164E-13;4.492188E+00;-2.103516E-01;4.158203E-01;1.938477E-01;1.024414E-01
4.118164E-13;3.492188E+00;-5.853516E-01;4.408203E-01;8.134766E-02;6.494141E-02
8.868164E-13;5.492188E+00;-3.353516E-01;4.908203E-01;1.563477E-01;1.399414E-01
1.149414E-13;5.242188E+00;-5.541016E-01;4.095703E-01;1.844727E-01;1.868164E-01
5.899414E-13;3.242188E+00;-3.041016E-01;4.595703E-01;1.094727E-01;1.118164E-01
3.524414E-13;4.242188E+00;-4.291016E-01;4.845703E-01;1.469727E-01;7.431641E-02
8.274414E-13;6.242188E+00;-1.791016E-01;4.345703E-01;7.197266E-02;1.493164E-01
2.336914E-13;3.742188E+00;-1.166016E-01;4.970703E-01;9.072266E-02;1.680664E-01
7.086914E-13;5.742188E+00;-3.666016E-01;4.470703E-01;1.657227E-01;9.306641E-02
4.711914E-13;6.742188E+00;-2.416016E-01;4.220703E-01;5.322266E-02;5.556641E-02
9.461914E-13;4.742188E+00;-4.916016E-01;4.720703E-01;1.282227E-01;1.305664E-01
8.525391E-14;6.867188E+00;-1.947266E-01;4.439453E-01;1.516602E-01;1.540039E-01
5.602539E-13;4.867188E+00;-4.447266E-01;4.939453E-01;7.666016E-02;7.900391E-02
3.227539E-13;3.867188E+00;-3.197266E-01;4.689453E-01;1.891602E-01;1.165039E-01
7.977539E-13;5.867188E+00;-5.697266E-01;4.189453E-01;1.141602E-01;1.915039E-01
2.040039E-13;4.367188E+00;-5.072266E-01;4.564453E-01;5.791016E-02;1.352539E-01
6.790039E-13;6.367188E+00;-2.572266E-01;4.064453E-01;1.329102E-01;6.025391E-02
4.415039E-13;5.367188E+00;-3.822266E-01;4.314453E-01;9.541016E-02;9.775391E-02
9.165039E-13;3.367188E+00;-1.322266E-01;4.814453E-01;1.704102E-01;1.727539E-01
1.446289E-13;3.117188E+00;-3.509766E-01;4.126953E-01;1.422852E-01;1.446289E-01
6.196289E-13;5.117188E+00;-1.009766E-01;4.626953E-01;6.728516E-02;6.962891E-02
3.821289E-13;6.117188E+00;-4.759766E-01;4.876953E-01;1.797852E-01;1.071289E-01
8.571289E-13;4.117188E+00;-2.259766E-01;4.376953E-01;1.047852E-01;1.821289E-01
2.633789E-13;5.617188E+00;-2.884766E-01;4.751953E-01;8.603516E-02;1.258789E-01
7.383789E-13;3.617188E+00;-5.384766E-01;4.251953E-01;1.610352E-01;5.087891E-02
5.008789E-13;4.617188E+00;-1.634766E-01;4.001953E-01;1.235352E-01;8.837891E-02
9.758789E-13;6.617188E+00;-4.134766E-01;4.501953E-01;1.985352E-01;1.633789E-01
7.041016E-14;5.804688E+00;-4.369141E-01;4.892578E-01;6.494141E-02;6.259766E-02
5.454102E-13;3.804688E+00;-1.869141E-01;4.392578E-01;1.399414E-01;1.375977E-01
3.079102E-13;4.804688E+00;-5.619141E-01;4.142578E-01;1.024414E-01;1.750977E-01
7.829102E-13;6.804688E+00;-3.119141E-01;4.642578E-01;1.774414E-01;1.000977E-01
1.891602E-13;3.304688E+00;-2.494141E-01;4.017578E-01;1.586914E-01;8.134766E-02
6.641602E-13;5.304688E+00;-4.994141E-01;4.517578E-01;8.369141E-02;1.563477E-01
4.266602E-13;6.304688E+00;-1.244141E-01;4.767578E-01;1.961914E-01;1.938477E-01
9.016602E-13;4.304688E+00;-3.744141E-01;4.267578E-01;1.211914E-01;1.188477E-01
1.297852E-13;4.054688E+00;-1.556641E-01;4.705078E-01;7.431641E-02;5.322266E-02
6.047852E-13;6.054688E+00;-4.056641E-01;4.205078E-01;1.493164E-01;1.282227E-01
3.672852E-13;5.054688E+00;-2.806641E-01;4.455078E-01;1.118164E-01;1.657227E-01
8.422852E-13;3.054688E+00;-5.306641E-01;4.955078E-01;1.868164E-01;9.072266E-02
2.485352E-13;6.554688E+00;-5.931641E-01;4.330078E-01;1.305664E-01;7.197266E-02
7.235352E-13;4.554688E+00;-3.431641E-01;4.830078E-01;5.556641E-02;1.469727E-01
4.860352E-13;3.554688E+00;-4.681641E-01;4.580078E-01;1.680664E-01;1.844727E-01
9.610352E-13;5.554688E+00;-2.181641E-01;4.080078E-01;9.306641E-02;1.094727E-01
1.000977E-13;3.929688E+00;-4.837891E-01;4.861328E-01;1.071289E-01;1.047852E-01
5.750977E-13;5.929688E+00;-2.337891E-01;4.361328E-01;1.821289E-01;1.797852E-01
3.375977E-13;6.929688E+00;-3.587891E-01;4.111328E-01;6.962891E-02;1.422852E-01
8.125977E-13;4.929688E+00;-1.087891E-01;4.611328E-01;1.446289E-01;6.728516E-02
2.188477E-13;5.429688E+00;-1.712891E-01;4.236328E-01;1.633789E-01;1.235352E-01
6.938477E-13;3.429688E+00;-4.212891E-01;4.736328E-01;8.837891E-02;1.985352E-01
4.563477E-13;4.429688E+00;-2.962891E-01;4.986328E-01;1.258789E-01;1.610352E-01
9.313477E-13;6.429688E+00;-5.462891E-01;4.486328E-01;5.087891E-02;8.603516E-02
1.594727E-13;6.179688E+00;-3.275391E-01;4.548828E-01;9.775391E-02;9.541016E-02
6.344727E-13;4.179688E+00;-5.775391E-01;4.048828E-01;1.727539E-01;1.704102E-01
3.969727E-13;3.179688E+00;-2.025391E-01;4.298828E-01;6.025391E-02;1.329102E-01
8.719727E-13;5.179688E+00;-4.525391E-01;4.798828E-01;1.352539E-01;5.791016E-02
2.782227E-13;4.679688E+00;-3.900391E-01;4.423828E-01;1.915039E-01;1.141602E-01
7.532227E-13;6.679688E+00;-1.400391E-01;4.923828E-01;1.165039E-01;1.891602E-01
5.157227E-13;5.679688E+00;-5.150391E-01;4.673828E-01;1.540039E-01;1.516602E-01
9.907227E-13;3.679688E+00;-2.650391E-01;4.173828E-01;7.900391E-02;7.666016E-02
6.298828E-14;6.335938E+00;-5.345703E-01;4.166016E-01;7.783203E-02;1.692383E-01
5.379883E-13;4.335938E+00;-2.845703E-01;4.666016E-01;1.528320E-01;9.423828E-02
3.004883E-13;3.335938E+00;-4.095703E-01;4.916016E-01;1.153320E-01;5.673828E-02
7.754883E-13;5.335938E+00;-1.595703E-01;4.416016E-01;1.903320E-01;1.317383E-01
1.817383E-13;4.835938E+00;-2.220703E-01;4.791016E-01;1.340820E-01;1.879883E-01
6.567383E-13;6.835938E+00;-4.720703E-01;4.291016E-01;5.908203E-02;1.129883E-01
4.192383E-13;5.835938E+00;-3.470703E-01;4.041016E-01;1.715820E-01;7.548828E-02
8.942383E-13;3.835938E+00;-5.970703E-01;4.541016E-01;9.658203E-02;1.504883E-01
1.223633E-13;3.585938E+00;-3.158203E-01;4.478516E-01;6.845703E-02;1.786133E-01
5.973633E-13;5.585938E+00;-5.658203E-01;4.978516E-01;1.434570E-01;1.036133E-01
3.598633E-13;6.585938E+00;-1.908203E-01;4.728516E-01;1.059570E-01;6.611328E-02
8.348633E-13;4.585938E+00;-4.408203E-01;4.228516E-01;1.809570E-01;1.411133E-01
2.411133E-13;5.085938E+00;-3.783203E-01;4.603516E-01;1.622070E-01;1.973633E-01
7.161133E-13;3.085938E+00;-1.283203E-01;4.103516E-01;8.720703E-02;1.223633E-01
4.786133E-13;4.085938E+00;-5.033203E-01;4.353516E-01;1.997070E-01;8.486328E-02
9.536133E-13;6.085938E+00;-2.533203E-01;4.853516E-01;1.247070E-01;1.598633E-01
9.267578E-14;4.460938E+00;-4.564453E-01;4.072266E-01;1.012695E-01;1.270508E-01
5.676758E-13;6.460938E+00;-2.064453E-01;4.572266E-01;1.762695E-01;5.205078E-02
3.301758E-13;5.460938E+00;-5.814453E-01;4.822266E-01;6.376953E-02;8.955078E-02
8.051758E-13;3.460938E+00;-3.314453E-01;4.322266E-01;1.387695E-01;1.645508E-01
2.114258E-13;6.960938E+00;-2.689453E-01;4.947266E-01;1.950195E-01;1.458008E-01
6.864258E-13;4.960938E+00;-5.189453E-01;4.447266E-01;1.200195E-01;7.080078E-02
4.489258E-13;3.960938E+00;-1.439453E-01;4.197266E-01;1.575195E-01;1.083008E-01
9.239258E-13;5.960938E+00;-3.939453E-01;4.697266E-01;8.251953E-02;1.833008E-01
1.520508E-13;5.710938E+00;-1.126953E-01;4.259766E-01;1.106445E-01;1.364258E-01
6.270508E-13;3.710938E+00;-3.626953E-01;4.759766E-01;1.856445E-01;6.142578E-02
3.895508E-13;4.710938E+00;-2.376953E-01;4.509766E-01;7.314453E-02;9.892578E-02
8.645508E-13;6.710938E+00;-4.876953E-01;4.009766E-01;1.481445E-01;1.739258E-01
2.708008E-13;3.210938E+00;-5.501953E-01;4.634766E-01;1.668945E-01;1.551758E-01
7.458008E-13;5.210938E+00;-3.001953E-01;4.134766E-01;9.189453E-02;8.017578E-02
5.083008E-13;6.210938E+00;-4.251953E-01;4.384766E-01;1.293945E-01;1.176758E-01
9.833008E-13;4.210938E+00;-1.751953E-01;4.884766E-01;5.439453E-02;1.926758E-01
7.783203E-14;3.398438E+00;-1.830078E-01;4.525391E-01;1.833008E-01;7.314453E-02
5.528320E-13;5.398438E+00;-4.330078E-01;4.025391E-01;1.083008E-01;1.481445E-01
3.153320E-13;6.398438E+00;-3.080078E-01;4.275391E-01;1.458008E-01;1.856445E-01
7.903320E-13;4.398438E+00;-5.580078E-01;4.775391E-01;7.080078E-02;1.106445E-01
1.965820E-13;5.898438E+00;-4.955078E-01;4.400391E-01;8.955078E-02;5.439453E-02
6.715820E-13;3.898438E+00;-2.455078E-01;4.900391E-01;1.645508E-01;1.293945E-01
4.340820E-13;4.898438E+00;-3.705078E-01;4.650391E-01;5.205078E-02;1.668945E-01
9.090820E-13;6.898438E+00;-1.205078E-01;4.150391E-01;1.270508E-01;9.189453E-02
1.372070E-13;6.648438E+00;-4.017578E-01;4.837891E-01;1.739258E-01;8.251953E-02
6.122070E-13;4.648438E+00;-1.517578E-01;4.337891E-01;9.892578E-02;1.575195E-01
3.747070E-13;3.648438E+00;-5.267578E-01;4.087891E-01;1.364258E-01;1.950195E-01
8.497070E-13;5.648438E+00;-2.767578E-01;4.587891E-01;6.142578E-02;1.200195E-01
2.559570E-13;4.148438E+00;-3.392578E-01;4.212891E-01;1.176758E-01;6.376953E-02
7.309570E-13;6.148438E+00;-5.892578E-01;4.712891E-01;1.926758E-01;1.387695E-01
4.934570E-13;5.148438E+00;-2.142578E-01;4.962891E-01;8.017578E-02;1.762695E-01
9.684570E-13;3.148438E+00;-4.642578E-01;4.462891E-01;1.551758E-01;1.012695E-01
1.075195E-13;5.273438E+00;-2.298828E-01;4.744141E-01;1.411133E-01;1.153320E-01
5.825195E-13;3.273438E+00;-4.798828E-01;4.244141E-01;6.611328E-02;1.903320E-01
3.450195E-13;4.273438E+00;-1.048828E-01;4.494141E-01;1.786133E-01;1.528320E-01
8.200195E-13;6.273438E+00;-3.548828E-01;4.994141E-01;1.036133E-01;7.783203E-02
2.262695E-13;3.773438E+00;-4.173828E-01;4.369141E-01;8.486328E-02;9.658203E-02
7.012695E-13;5.773438E+00;-1.673828E-01;4.869141E-01;1.598633E-01;1.715820E-01
4.637695E-13;6.773438E+00;-5.423828E-01;4.619141E-01;1.223633E-01;1.340820E-01
9.387695E-13;4.773438E+00;-2.923828E-01;4.119141E-01;1.973633E-01;5.908203E-02
1.668945E-13;4.523438E+00;-5.736328E-01;4.931641E-01;1.504883E-01;1.247070E-01
6.418945E-13;6.523438E+00;-3.236328E-01;4.431641E-01;7.548828E-02;1.997070E-01
4.043945E-13;5.523438E+00;-4.486328E-01;4.181641E-01;1.879883E-01;1.622070E-01
8.793945E-13;3.523438E+00;-1.986328E-01;4.681641E-01;1.129883E-01;8.720703E-02
2.856445E-13;6.023438E+00;-1.361328E-01;4.056641E-01;5.673828E-02;1.059570E-01
7.606445E-13;4.023438E+00;-3.861328E-01;4.556641E-01;1.317383E-01;1.809570E-01
5.231445E-13;3.023438E+00;-2.611328E-01;4.806641E-01;9.423828E-02;1.434570E-01
9.981445E-13;5.023438E+00;-5.111328E-01;4.306641E-01;1.692383E-01;6.845703E-02
5.092773E-14;6.011719E+00;-2.479492E-01;4.989258E-01;1.611816E-01;1.723145E-01
5.259277E-13;4.011719E+00;-4.979492E-01;4.489258E-01;8.618164E-02;9.731445E-02
2.884277E-13;3.011719E+00;-1.229492E-01;4.239258E-01;1.986816E-01;5.981445E-02
7.634277E-13;5.011719E+00;-3.729492E-01;4.739258E-01;1.236816E-01;1.348145E-01
1.696777E-13;4.511719E+00;-4.354492E-01;4.114258E-01;6.743164E-02;1.910645E-01
6.446777E-13;6.511719E+00;-1.854492E-01;4.614258E-01;1.424316E-01;1.160645E-01
4.071777E-13;5.511719E+00;-5.604492E-01;4.864258E-01;1.049316E-01;7.856445E-02
8.821777E-13;3.511719E+00;-3.104492E-01;4.364258E-01;1.799316E-01;1.535645E-01
1.103027E-13;3.761719E+00;-5.916992E-01;4.676758E-01;1.330566E-01;1.629395E-01
5.853027E-13;5.761719E+00;-3.416992E-01;4.176758E-01;5.805664E-02;8.793945E-02
3.478027E-13;6.761719E+00;-4.666992E-01;4.426758E-01;1.705566E-01;5.043945E-02
8.228027E-13;4.761719E+00;-2.166992E-01;4.926758E-01;9.555664E-02;1.254395E-01
2.290527E-13;5.261719E+00;-1.541992E-01;4.301758E-01;7.680664E-02;1.816895E-01
7.040527E-13;3.261719E+00;-4.041992E-01;4.801758E-01;1.518066E-01;1.066895E-01
4.665527E-13;4.261719E+00;-2.791992E-01;4.551758E-01;1.143066E-01;6.918945E-02
9.415527E-13;6.261719E+00;-5.291992E-01;4.051758E-01;1.893066E-01;1.441895E-01
8.061523E-14;4.136719E+00;-1.698242E-01;4.770508E-01;1.658691E-01;1.395020E-01
5.556152E-13;6.136719E+00;-4.198242E-01;4.270508E-01;9.086914E-02;6.450195E-02
3.181152E-13;5.136719E+00;-2.948242E-01;4.020508E-01;1.283691E-01;1.020020E-01
7.931152E-13;3.136719E+00;-5.448242E-01;4.520508E-01;5.336914E-02;1.770020E-01
1.993652E-13;6.636719E+00;-4.823242E-01;4.145508E-01;1.096191E-01;1.582520E-01
6.743652E-13;4.636719E+00;-2.323242E-01;4.645508E-01;1.846191E-01;8.325195E-02
4.368652E-13;3.636719E+00;-3.573242E-01;4.895508E-01;7.211914E-02;1.207520E-01
9.118652E-13;5.636719E+00;-1.073242E-01;4.395508E-01;1.471191E-01;1.957520E-01
1.399902E-13;5.886719E+00;-3.885742E-01;4.583008E-01;1.939941E-01;1.301270E-01
6.149902E-13;3.886719E+00;-1.385742E-01;4.083008E-01;1.189941E-01;5.512695E-02
3.774902E-13;4.886719E+00;-5.135742E-01;4.333008E-01;1.564941E-01;9.262695E-02
8.524902E-13;6.886719E+00;-2.635742E-01;4.833008E-01;8.149414E-02;1.676270E-01
2.587402E-13;3.386719E+00;-3.260742E-01;4.458008E-01;1.002441E-01;1.488770E-01
7.337402E-13;5.386719E+00;-5.760742E-01;4.958008E-01;1.752441E-01;7.387695E-02
4.962402E-13;6.386719E+00;-2.010742E-01;4.708008E-01;6.274414E-02;1.113770E-01
9.712402E-13;4.386719E+00;-4.510742E-01;4.208008E-01;1.377441E-01;1.863770E-01
6.577148E-14;3.199219E+00;-4.745117E-01;4.317383E-01;1.166504E-01;8.559570E-02
5.407715E-13;5.199219E+00;-2.245117E-01;4.817383E-01;1.916504E-01;1.605957E-01
3.032715E-13;6.199219E+00;-5.995117E-01;4.567383E-01;7.915039E-02;1.980957E-01
7.782715E-13;4.199219E+00;-3.495117E-01;4.067383E-01;1.541504E-01;1.230957E-01
1.845215E-13;5.699219E+00;-2.870117E-01;4.692383E-01;1.729004E-01;6.684570E-02
6.595215E-13;3.699219E+00;-5.370117E-01;4.192383E-01;9.790039E-02;1.418457E-01
4.220215E-13;4.699219E+00;-1.620117E-01;4.442383E-01;1.354004E-01;1.793457E-01
8.970215E-13;6.699219E+00;-4.120117E-01;4.942383E-01;6.040039E-02;1.043457E-01
1.251465E-13;6.949219E+00;-1.307617E-01;4.004883E-01;8.852539E-02;7.622070E-02
6.001465E-13;4.949219E+00;-3.807617E-01;4.504883E-01;1.635254E-01;1.512207E-01
3.626465E-13;3.949219E+00;-2.557617E-01;4.754883E-01;5.102539E-02;1.887207E-01
8.376465E-13;5.949219E+00;-5.057617E-01;4.254883E-01;1.260254E-01;1.137207E-01
2.438965E-13;4.449219E+00;-5.682617E-01;4.879883E-01;1.822754E-01;5.747070E-02
7.188965E-13;6.449219E+00;-3.182617E-01;4.379883E-01;1.072754E-01;1.324707E-01
4.813965E-13;5.449219E+00;-4.432617E-01;4.129883E-01;1.447754E-01;1.699707E-01
9.563965E-13;3.449219E+00;-1.932617E-01;4.629883E-01;6.977539E-02;9.497070E-02
9.545898E-14;5.074219E+00;-5.213867E-01;4.411133E-01;5.571289E-02;1.184082E-01
5.704590E-13;3.074219E+00;-2.713867E-01;4.911133E-01;1.307129E-01;1.934082E-01
3.329590E-13;4.074219E+00;-3.963867E-01;4.661133E-01;9.321289E-02;1.559082E-01
8.079590E-13;6.074219E+00;-1.463867E-01;4.161133E-01;1.682129E-01;8.090820E-02
2.142090E-13;3.574219E+00;-2.088867E-01;4.536133E-01;1.494629E-01;9.965820E-02
6.892090E-13;5.574219E+00;-4.588867E-01;4.036133E-01;7.446289E-02;1.746582E-01
4.517090E-13;6.574219E+00;-3.338867E-01;4.286133E-01;1.869629E-01;1.371582E-01
9.267090E-13;4.574219E+00;-5.838867E-01;4.786133E-01;1.119629E-01;6.215820E-02
1.548340E-13;4.824219E+00;-3.026367E-01;4.223633E-01;8.383789E-02;1.090332E-01
